Id,SalePrice
1648,132320.61
1649,136280.42
1650,128869.516
1651,121910.66
1652,90084.72
1653,98091.734
1654,146368.34
1655,149574.84
1656,146552.86
1657,145226.52
1658,150625.39
1659,143901.06
1660,145679.98
1661,451686.25
1662,364644.06
1663,362105.66
1664,482778.62
1665,306847.8
1666,370289.97
1667,372494.78
1668,337337.06
1669,295868.12
1670,344164.38
1671,292154.66
1672,534253.3
1673,296335.75
1674,255107.88
1675,186613.6
1676,186399.62
1677,206162.22
1678,472988.2
1679,432969.97
1680,319881.72
1681,249581.92
1682,319057.6
1683,187820.73
1684,167989.53
1685,175200.89
1686,169047.19
1687,167392.55
1688,185851.66
1689,185430.84
1690,189027.2
1691,172563.94
1692,284768.62
1693,168567.44
1694,184868.28
1695,170739.52
1696,279805.3
1697,171779.25
1698,361405.66
1699,343615.38
1700,268596.16
1701,258525.2
1702,266990.53
1703,260713.67
1704,290094.84
1705,235423.69
1706,411642.0
1707,219390.81
1708,216754.19
1709,275400.34
1710,238135.66
1711,277622.28
1712,280958.06
1713,270863.4
1714,232859.61
1715,204746.78
1716,182620.94
1717,166100.66
1718,128484.43
1719,200912.44
1720,240767.25
1721,171455.84
1722,121243.625
1723,157214.25
1724,213604.66
1725,231648.9
1726,179046.34
1727,168248.16
1728,176798.44
1729,161101.89
1730,154924.67
1731,123252.234
1732,133206.4
1733,111041.91
1734,121051.83
1735,130060.73
1736,117706.57
1737,340411.4
1738,223407.72
1739,271248.6
1740,219211.58
1741,178201.92
1742,176292.5
1743,171734.2
1744,308416.8
1745,252992.53
1746,235591.02
1747,220813.77
1748,214599.84
1749,152474.92
1750,141182.1
1751,219164.55
1752,112045.78
1753,133575.95
1754,187474.1
1755,171391.42
1756,123967.31
1757,117800.45
1758,139813.53
1759,160153.06
1760,159142.7
1761,137665.73
1762,154556.03
1763,176763.72
1764,120965.164
1765,168033.12
1766,167305.56
1767,187076.53
1768,147484.27
1769,177974.52
1770,144003.2
1771,128615.61
1772,143749.64
1773,143409.1
1774,127726.36
1775,145931.81
1776,132265.47
1777,115991.92
1778,138476.98
1779,117987.66
1780,172129.03
1781,130880.08
1782,93638.13
1783,133033.48
1784,94158.05
1785,109818.47
1786,125323.04
1787,154564.88
1788,60238.61
1789,90283.56
1790,80977.734
1791,171315.11
1792,150360.88
1793,130645.51
1794,146923.28
1795,147796.14
1796,133709.14
1797,126007.23
1798,124201.15
1799,118206.72
1800,129715.25
1801,132922.66
1802,140318.86
1803,136279.9
1804,136710.0
1805,139606.48
1806,123043.53
1807,131247.94
1808,117432.32
1809,113164.125
1810,133735.8
1811,93458.27
1812,105018.58
1813,117633.85
1814,90049.5
1815,53371.695
1816,89455.81
1817,112194.52
1818,131219.28
1819,123736.76
1820,57091.816
1821,120632.57
1822,137708.53
1823,47241.586
1824,144177.86
1825,132140.66
1826,101261.81
1827,113650.72
1828,132158.55
1829,104506.94
1830,134404.5
1831,153760.67
1832,95299.5
1833,138148.94
1834,122721.14
1835,140082.06
1836,130163.84
1837,92767.14
1838,126860.555
1839,98094.07
1840,124653.14
1841,137392.0
1842,80359.734
1843,134502.84
1844,132705.55
1845,122724.66
1846,148310.1
1847,162420.11
1848,58821.11
1849,101042.06
1850,118841.74
1851,147728.22
1852,129133.16
1853,136031.64
1854,170442.11
1855,157369.8
1856,226152.02
1857,141405.92
1858,132999.62
1859,120858.266
1860,152927.53
1861,120858.266
1862,251729.48
1863,249706.92
1864,249706.92
1865,301546.25
1866,294131.72
1867,232048.9
1868,288221.06
1869,193773.22
1870,239228.72
1871,244790.03
1872,166641.53
1873,257019.48
1874,139923.44
1875,200458.47
1876,196186.81
1877,207373.36
1878,201584.95
1879,135200.92
1880,137413.75
1881,226613.81
1882,255871.98
1883,201979.44
1884,206597.98
1885,242210.31
1886,282981.06
1887,192137.69
1888,271029.8
1889,158396.08
1890,121757.87
1891,143678.38
1892,107452.36
1893,133962.38
1894,121600.98
1895,134537.48
1896,122781.664
1897,128454.53
1898,110476.266
1899,150461.0
1900,154994.88
1901,177604.2
1902,150325.03
1903,218328.42
1904,147485.53
1905,190990.75
1906,178336.9
1907,215324.94
1908,118299.87
1909,133503.36
1910,123564.0
1911,203433.95
1912,319313.9
1913,150796.72
1914,50358.445
1915,281504.38
1916,72546.83
1917,255647.58
1918,142954.53
1919,162265.44
1920,152123.88
1921,367711.9
1922,304645.78
1923,209336.14
1924,241254.52
1925,209615.03
1926,340217.3
1927,140759.28
1928,162023.9
1929,118900.016
1930,134487.2
1931,135884.22
1932,137315.77
1933,169620.47
1934,183414.22
1935,176199.89
1936,186448.5
1937,184727.98
1938,177403.61
1939,246459.27
1940,195241.81
1941,181344.97
1942,188586.06
1943,190705.73
1944,316319.94
1945,406721.3
1946,168907.14
1947,268472.97
1948,177577.95
1949,226564.77
1950,178401.72
1951,251512.08
1952,225278.48
1953,163556.05
1954,184253.98
1955,142935.3
1956,239512.02
1957,166655.05
1958,282665.47
1959,131337.34
1960,117624.66
1961,120743.76
1962,94238.19
1963,103470.3
1964,112460.41
1965,151919.45
1966,150037.3
1967,290048.66
1968,450279.4
1969,393700.2
1970,414816.75
1971,416530.47
1972,376985.22
1973,290768.47
1974,325568.97
1975,487595.88
1976,277081.66
1977,377266.47
1978,364571.75
1979,324286.1
1980,197636.34
1981,369995.56
1982,232869.16
1983,226172.94
1984,176407.88
1985,217328.16
1986,213433.19
1987,173771.16
1988,174891.88
1989,184185.12
1990,220696.5
1991,213012.27
1992,212451.52
1993,164000.27
1994,223896.16
1995,182715.0
1996,245926.53
1997,333828.8
1998,361844.7
1999,278946.6
2000,311243.06
2001,273014.66
2002,252002.11
2003,253702.88
2004,279138.22
2005,234831.03
2006,237884.84
2007,247642.02
2008,205924.27
2009,186444.95
2010,179490.34
2011,134396.94
2012,174037.34
2013,177768.58
2014,180026.06
2015,195704.12
2016,188811.55
2017,202405.98
2018,124298.91
2019,132896.92
2020,112871.93
2021,112648.58
2022,193556.58
2023,131765.66
2024,230839.34
2025,364318.38
2026,181103.36
2027,152060.34
2028,149098.02
2029,173055.39
2030,261402.56
2031,236246.19
2032,254805.17
2033,271301.88
2034,157741.53
2035,217734.56
2036,187491.97
2037,190534.12
2038,279894.47
2039,227456.72
2040,350010.84
2041,266187.38
2042,206464.25
2043,174482.89
2044,150450.67
2045,210697.7
2046,136783.16
2047,141645.89
2048,135791.84
2049,129164.69
2050,173352.38
2051,106153.41
2052,127704.19
2053,151304.52
2054,84672.95
2055,163397.03
2056,131135.83
2057,127136.82
2058,202670.98
2059,132573.23
2060,165528.36
2061,151969.88
2062,139380.86
2063,116257.05
2064,144492.67
2065,119564.305
2066,162356.0
2067,120607.61
2068,127681.17
2069,84295.0
2070,105105.55
2071,92195.8
2072,107558.266
2073,126141.89
2074,177772.98
2075,151841.67
2076,120253.06
2077,149415.88
2078,125590.445
2079,139463.95
2080,123388.305
2081,133387.8
2082,130583.98
2083,140141.0
2084,110397.06
2085,129391.05
2086,122675.04
2087,115792.98
2088,111219.22
2089,90194.06
2090,139471.14
2091,105647.516
2092,117507.266
2093,122466.5
2094,126391.4
2095,161822.08
2096,82096.93
2097,103820.01
2098,141272.34
2099,52204.277
2100,91175.22
2101,119568.41
2102,124722.82
2103,101152.84
2104,130714.055
2105,125656.94
2106,72171.98
2107,212116.86
2108,115915.06
2109,110689.51
2110,135021.42
2111,149371.56
2112,134138.16
2113,131361.77
2114,108110.0
2115,157444.25
2116,111470.78
2117,154877.11
2118,117741.94
2119,107836.71
2120,119406.484
2121,108891.03
2122,100125.89
2123,86084.414
2124,168674.53
2125,123472.47
2126,155870.92
2127,143379.83
2128,121648.53
2129,101660.086
2130,133960.7
2131,137842.3
2132,119560.66
2133,126592.375
2134,112790.58
2135,102183.22
2136,74729.42
2137,111773.31
2138,137630.69
2139,156911.08
2140,144497.5
2141,137362.12
2142,129848.305
2143,147469.22
2144,115601.43
2145,138021.98
2146,149911.44
2147,183982.34
2148,132591.31
2149,145695.69
2150,252060.77
2151,124241.19
2152,155898.12
2153,159514.38
2154,97917.234
2155,132549.6
2156,235246.39
2157,227343.95
2158,220696.28
2159,209274.86
2160,167290.4
2161,231360.8
2162,301452.53
2163,307875.5
2164,248484.69
2165,197325.22
2166,146735.22
2167,205922.11
2168,213498.95
2169,191328.02
2170,221452.34
2171,150242.05
2172,132077.4
2173,169480.44
2174,222379.73
2175,277749.16
2176,337475.75
2177,238704.33
2178,219277.44
2179,143042.89
2180,192294.6
2181,186477.14
2182,210595.25
2183,190991.31
2184,118988.04
2185,116655.984
2186,139344.7
2187,145295.52
2188,148066.31
2189,185279.69
2190,81777.8
2191,85486.45
2192,99356.45
2193,106057.375
2194,111619.7
2195,105543.086
2196,95772.45
2197,121882.76
2198,158520.9
2199,155785.92
2200,148593.95
2201,152586.2
2202,210042.86
2203,165572.4
2204,210302.22
2205,124067.375
2206,128089.74
2207,226930.0
2208,252774.52
2209,207050.86
2210,126425.76
2211,111336.06
2212,114273.69
2213,99688.74
2214,131663.4
2215,103264.76
2216,139623.52
2217,60267.742
2218,73077.766
2219,62073.812
2220,58685.51
2221,285400.5
2222,249509.58
2223,235951.9
2224,184723.06
2225,121960.08
2226,167671.19
2227,200434.77
2228,264672.38
2229,238652.66
2230,155567.67
2231,211417.88
2232,182466.52
2233,174887.55
2234,241579.84
2235,216386.97
2236,250065.58
2237,339194.25
2238,199419.47
2239,94443.68
2240,161012.5
2241,142941.84
2242,124688.69
2243,127550.336
2244,94751.5
2245,91349.2
2246,154434.62
2247,103664.086
2248,125733.055
2249,122248.29
2250,127162.04
2251,95715.75
2252,161413.31
2253,163591.31
2254,180874.12
2255,186304.0
2256,178504.52
2257,219506.75
2258,174247.6
2259,176401.31
2260,166892.5
2261,192962.38
2262,206211.39
2263,327174.72
2264,461889.1
2265,180635.56
2266,265632.28
2267,389152.4
2268,370949.88
2269,154012.06
2270,168695.3
2271,237214.27
2272,195019.23
2273,176182.25
2274,177617.92
2275,151316.05
2276,176460.72
2277,204764.16
2278,143415.94
2279,124588.484
2280,126176.54
2281,170526.5
2282,174712.34
2283,97708.94
2284,119309.04
2285,154826.89
2286,123417.26
2287,343444.0
2288,263867.66
2289,390341.44
2290,414699.7
2291,319012.88
2292,410783.94
2293,501442.4
2294,402348.75
2295,482820.06
2296,312123.78
2297,331674.12
2298,338801.44
2299,423555.38
2300,329169.28
2301,296791.94
2302,248159.3
2303,256927.83
2304,252897.48
2305,186243.44
2306,183900.95
2307,183032.4
2308,247552.05
2309,278820.53
2310,228109.5
2311,190413.69
2312,173150.31
2313,172253.19
2314,162844.31
2315,171739.11
2316,180027.95
2317,184653.66
2318,172687.25
2319,171053.25
2320,174050.28
2321,261086.14
2322,168963.69
2323,189584.7
2324,164185.23
2325,214288.58
2326,165561.36
2327,211450.75
2328,222801.31
2329,188073.64
2330,175921.5
2331,362119.8
2332,479433.84
2333,311723.97
2334,260003.53
2335,271174.1
2336,313032.1
2337,205198.14
2338,271532.75
2339,229236.1
2340,357858.3
2341,215538.0
2342,246764.78
2343,231922.34
2344,236083.58
2345,247684.53
2346,222371.45
2347,205826.69
2348,236410.72
2349,168684.52
2350,293077.22
2351,263405.28
2352,253394.33
2353,238884.92
2354,116530.0
2355,147703.42
2356,150872.67
2357,201724.0
2358,190667.72
2359,125591.88
2360,124052.234
2361,138432.48
2362,268334.5
2363,143823.42
2364,154110.36
2365,214275.3
2366,214242.81
2367,240590.73
2368,201857.75
2369,230743.81
2370,171877.23
2371,174413.84
2372,196256.03
2373,270418.97
2374,292782.22
2375,245761.02
2376,279577.53
2377,338331.0
2378,144144.6
2379,220048.78
2380,147396.38
2381,166674.6
2382,186076.38
2383,202751.03
2384,229692.6
2385,156058.94
2386,142094.27
2387,143594.4
2388,98558.43
2389,121906.24
2390,146535.39
2391,130393.445
2392,116042.59
2393,162525.31
2394,142070.28
2395,195448.22
2396,142996.11
2397,190822.53
2398,127994.01
2399,64875.28
2400,65889.266
2401,107659.05
2402,133340.36
2403,137009.67
2404,149144.66
2405,156465.92
2406,142304.47
2407,130762.555
2408,141864.1
2409,130043.49
2410,160089.84
2411,118367.36
2412,156590.27
2413,141141.44
2414,145190.1
2415,126480.14
2416,132104.25
2417,135672.89
2418,125404.58
2419,127330.6
2420,121868.81
2421,138923.81
2422,109567.92
2423,102517.05
2424,149002.06
2425,159687.28
2426,124405.64
2427,127990.34
2428,173792.2
2429,111377.375
2430,130849.75
2431,113875.19
2432,144626.12
2433,145518.77
2434,141703.6
2435,152587.08
2436,110248.19
2437,108087.016
2438,119085.1
2439,112592.51
2440,122741.39
2441,99211.2
2442,105657.695
2443,110208.45
2444,131636.53
2445,85815.39
2446,109988.48
2447,176417.12
2448,135344.64
2449,96781.71
2450,138622.86
2451,138542.64
2452,197430.45
2453,94304.89
2454,120561.49
2455,125239.52
2456,139609.28
2457,126953.016
2458,110821.54
2459,103333.516
2460,129148.305
2461,118617.89
2462,141280.95
2463,123936.46
2464,148286.19
2465,127280.945
2466,113620.59
2467,139286.64
2468,86028.03
2469,83830.66
2470,166740.89
2471,200368.64
2472,143909.58
2473,114933.62
2474,83002.67
2475,182740.97
2476,131965.73
2477,126402.484
2478,147903.86
2479,110953.625
2480,135910.52
2481,116175.14
2482,132972.61
2483,111882.95
2484,123170.33
2485,129412.4
2486,156864.39
2487,166323.2
2488,165009.97
2489,144537.73
2490,148432.77
2491,93653.76
2492,187727.08
2493,145028.47
2494,142614.64
2495,91009.29
2496,257596.16
2497,149138.55
2498,106384.78
2499,93206.28
2500,128243.02
2501,135160.05
2502,144528.78
2503,95192.41
2504,175694.66
2505,216437.94
2506,238509.31
2507,281739.94
2508,239779.88
2509,213927.56
2510,233896.77
2511,182822.2
2512,206505.6
2513,225948.5
2514,236784.6
2515,148524.25
2516,162584.53
2517,137490.17
2518,153012.0
2519,234351.14
2520,212228.75
2521,184865.62
2522,218871.7
2523,127756.69
2524,138339.7
2525,144791.03
2526,134234.12
2527,116543.56
2528,128036.74
2529,143618.23
2530,129471.53
2531,242925.83
2532,230187.53
2533,201601.69
2534,231667.47
2535,293123.62
2536,240973.06
2537,224059.77
2538,177886.28
2539,189824.25
2540,169288.53
2541,182974.3
2542,163730.22
2543,117509.28
2544,118547.32
2545,122340.89
2546,130542.38
2547,135900.02
2548,140160.64
2549,158588.95
2550,205400.0
2551,144388.12
2552,120728.09
2553,76210.17
2554,105374.73
2555,113854.016
2556,97305.445
2557,113060.03
2558,142311.25
2559,145397.67
2560,144071.89
2561,157255.33
2562,151662.36
2563,164225.64
2564,172103.27
2565,129184.65
2566,181120.8
2567,143925.64
2568,183789.1
2569,202449.22
2570,122843.74
2571,181956.67
2572,169578.75
2573,232332.78
2574,294501.38
2575,130054.41
2576,119143.72
2577,167696.12
2578,90608.234
2579,73348.33
2580,108968.94
2581,96097.53
2582,108854.484
2583,282154.03
2584,167076.12
2585,190253.05
2586,216466.62
2587,185766.78
2588,151411.19
2589,145259.34
2590,224963.31
2591,198488.42
2592,211042.19
2593,260690.3
2594,180882.25
2595,212514.94
2596,297139.72
2597,186299.75
2598,256845.52
2599,300736.7
2600,130295.49
2601,137896.2
2602,82117.84
2603,89124.47
2604,86721.05
2605,78381.11
2606,146318.52
2607,182738.0
2608,195665.31
2609,168998.83
2610,111038.734
2611,136981.72
2612,151073.67
2613,130792.484
2614,122941.37
2615,154212.84
2616,140254.11
2617,157902.89
2618,176068.03
2619,211124.92
2620,188257.94
2621,174939.42
2622,181178.5
2623,214441.1
2624,278913.1
2625,277979.44
2626,164419.97
2627,179609.53
2628,420675.06
2629,510046.25
2630,357525.72
2631,440697.7
2632,451672.03
2633,281730.0
2634,399796.0
2635,162572.75
2636,184277.89
2637,167997.72
2638,264657.0
2639,197349.31
2640,163513.31
2641,108535.31
2642,173676.88
2643,96414.05
2644,133871.83
2645,98786.625
2646,90907.625
2647,93097.28
2648,132189.56
2649,141395.0
2650,153749.53
2651,146113.95
2652,432438.88
2653,260759.67
2654,267849.22
2655,397382.2
2656,344839.5
2657,338183.25
2658,299609.34
2659,319330.34
2660,362194.75
2661,371568.75
2662,388599.8
2663,285125.16
2664,280474.56
2665,326364.16
2666,286240.3
2667,168383.95
2668,176025.05
2669,167969.03
2670,296769.3
2671,178596.81
2672,180855.69
2673,206956.89
2674,206354.22
2675,166901.42
2676,185314.33
2677,201549.78
2678,242049.6
2679,291847.78
2680,300265.25
2681,487203.1
2682,328176.28
2683,558818.4
2684,311286.1
2685,329555.94
2686,258625.08
2687,348135.28
2688,235084.47
2689,221382.66
2690,418289.16
2691,194382.9
2692,128203.766
2693,188903.22
2694,126101.836
2695,180220.88
2696,176112.53
2697,167851.81
2698,182007.69
2699,173856.53
2700,167106.08
2701,151235.98
2702,115203.8
2703,125964.09
2704,139502.27
2705,120463.57
2706,119084.19
2707,129937.375
2708,130879.58
2709,104695.375
2710,117595.945
2711,290888.28
2712,412518.38
2713,180798.25
2714,151305.95
2715,177471.97
2716,160234.33
2717,174050.45
2718,238946.2
2719,162942.95
2720,156999.84
2721,140720.75
2722,147971.16
2723,148975.92
2724,127033.92
2725,133920.6
2726,141103.62
2727,162190.56
2728,163161.44
2729,142526.67
2730,143051.62
2731,121540.805
2732,119695.39
2733,152467.8
2734,135334.56
2735,135979.5
2736,133439.84
2737,116796.47
2738,132468.84
2739,163543.27
2740,139677.86
2741,146537.34
2742,152662.48
2743,153820.81
2744,151360.22
2745,145664.14
2746,141542.45
2747,142658.44
2748,123588.16
2749,126597.2
2750,136562.75
2751,129612.24
2752,193630.44
2753,161064.4
2754,154437.42
2755,130841.016
2756,92297.76
2757,65743.4
2758,87899.664
2759,137553.39
2760,109453.25
2761,150070.64
2762,145789.5
2763,169896.83
2764,157222.34
2765,240346.5
2766,135975.61
2767,89550.984
2768,135596.95
2769,129557.625
2770,151889.03
2771,111833.45
2772,121999.05
2773,136842.39
2774,137291.67
2775,115532.766
2776,138279.42
2777,140769.34
2778,124826.586
2779,109507.96
2780,105576.914
2781,98081.53
2782,85714.05
2783,100934.97
2784,122648.95
2785,127745.234
2786,65044.16
2787,115410.97
2788,77529.27
2789,188617.34
2790,77086.18
2791,107322.5
2792,51522.41
2793,159275.72
2794,106027.74
2795,129755.586
2796,95182.695
2797,144714.7
2798,104118.164
2799,121770.29
2800,68155.21
2801,112842.01
2802,133017.75
2803,140414.84
2804,120537.81
2805,96568.46
2806,86492.01
2807,161189.95
2808,147828.56
2809,134788.17
2810,136886.9
2811,154862.19
2812,142104.03
2813,139134.62
2814,144735.67
2815,95691.016
2816,258747.69
2817,150239.19
2818,132364.9
2819,167594.28
2820,122053.05
2821,113563.28
2822,173244.95
2823,218118.44
2824,158305.02
2825,140401.05
2826,131737.12
2827,134279.2
2828,204789.16
2829,173192.6
2830,217759.06
2831,175434.3
2832,223828.9
2833,293797.84
2834,214482.4
2835,215138.97
2836,189014.4
2837,161726.58
2838,140887.14
2839,175372.56
2840,201781.34
2841,205505.4
2842,227448.69
2843,161262.06
2844,159067.9
2845,124643.75
2846,215045.84
2847,202925.52
2848,206644.3
2849,205347.7
2850,293343.44
2851,227820.14
2852,227554.58
2853,240623.55
2854,139926.66
2855,187852.25
2856,204542.44
2857,187599.66
2858,191500.53
2859,120445.54
2860,125040.336
2861,124893.39
2862,183336.56
2863,122030.7
2864,237719.73
2865,143499.25
2866,132970.06
2867,80476.234
2868,96761.69
2869,100676.65
2870,118858.74
2871,93542.805
2872,61823.73
2873,111586.5
2874,140502.05
2875,130928.02
2876,161923.19
2877,139818.06
2878,173148.83
2879,142906.0
2880,103754.875
2881,161907.12
2882,165032.16
2883,181156.03
2884,180263.33
2885,188037.06
2886,213744.44
2887,99596.664
2888,123587.92
2889,50104.023
2890,74898.16
2891,132424.38
2892,41584.375
2893,89756.19
2894,48971.914
2895,327667.47
2896,293873.5
2897,184990.31
2898,146310.7
2899,199053.89
2900,166662.03
2901,190940.12
2902,184108.2
2903,340500.38
2904,308424.47
2905,106291.88
2906,182201.86
2907,114909.5
2908,133991.38
2909,149092.47
2910,79495.27
2911,81638.625
2912,147754.56
2913,79664.36
2914,80556.555
2915,81614.336
2916,81602.74
2917,153736.62
2918,111599.375
2919,193136.34
